ApplicationID,StageName,ReviewedDate,ReviewedBy,ActionTaken
16169,Medical Check,2025-04-19,Anjali Bandara,Hold
16170,Final Approval,2024-12-15,Duminda Perera,Hold
16171,Visa Processing,2025-07-31,Duminda Thangavelu,Hold
16171,Initial Review,2025-06-18,Sunil Basnayake,Approved
16172,Medical Check,2025-04-15,Roshini Hewage,Rejected
16172,Initial Review,2025-04-23,Jayani Dissanayake,Rejected
16172,Visa Processing,2025-04-21,Shey Chandrasekara,Rejected
16173,Medical Check,2024-12-17,Madushika Uthayakumar,Approved
16173,Initial Review,2025-02-05,Gayan Jayaweera,Approved
16174,Medical Check,2024-09-15,Eranga Dharmasena,Hold
16174,Initial Review,2024-12-27,Vimukthi Amarasinghe,Rejected
16175,Interview,2025-07-17,Akila Ratnayake,Approved
16175,Final Approval,2025-07-12,Ayesha Dias,Pending
16176,Final Approval,2024-04-26,Kamal Xavier,Approved
16176,Visa Processing,2024-07-14,Yashodha Quintus,Approved
16176,Medical Check,2024-07-03,Oshini Chandrasekara,Hold
16177,Initial Review,2024-11-18,Indika Balasuriya,Hold
16177,Visa Processing,2025-01-18,Isuri Kodithuwakku,Hold
16178,Medical Check,2025-05-19,Ruwini Ekanayake,Approved
16178,Visa Processing,2024-09-08,Eshini Quintus,Hold
16179,Final Approval,2024-09-13,Viraj Senanayake,Pending
16179,Medical Check,2025-06-27,Achini Dharmasena,Pending
16179,Initial Review,2024-11-07,Rashmi Yapa,Hold
16180,Visa Processing,2024-10-03,Amarasiri Dharmasena,Approved
16181,Final Approval,2025-06-01,Wimal Fonseka,Approved
16182,Interview,2024-12-28,Soha Jayaweera,Approved
16183,Visa Processing,2025-04-05,Nethmi Vigneswaran,Pending
16183,Interview,2024-08-19,Tharushi Opatha,Pending
16183,Final Approval,2024-08-13,Yasith Cooray,Pending
16184,Visa Processing,2025-08-17,Gayan Zoysa,Rejected
16184,Initial Review,2025-05-01,Wasanthi Pathirana,Rejected
16185,Medical Check,2023-10-02,Pasindu Vithanage,Rejected
16185,Visa Processing,2024-11-19,Thilini Zuhair,Approved
16185,Final Approval,2025-01-29,Janaka Thangavelu,Rejected
16186,Final Approval,2025-07-21,Indrani Fonseka,Hold
16187,Final Approval,2025-08-18,Dinesh Dias,Approved
16187,Visa Processing,2024-09-21,Gamini Senanayake,Pending
16187,Medical Check,2024-01-29,Nirosha Kumara,Pending
16188,Medical Check,2025-06-07,Nirosha Ranaweera,Pending
16188,Interview,2025-07-26,Yasara Balasuriya,Rejected
16188,Initial Review,2025-04-16,Isuri Thilakarathna,Rejected
16189,Medical Check,2025-05-01,Rohan Senanayake,Pending
16189,Initial Review,2025-04-15,Hemantha Weerasinghe,Rejected
16190,Interview,2025-06-13,Isuri Pathirana,Rejected
16190,Medical Check,2025-06-26,Gayani Hettiarachchi,Pending
16190,Visa Processing,2025-06-12,Ruwini Zoysa,Rejected
16191,Final Approval,2024-10-27,Hansika Lokuhetti,Hold
16192,Interview,2024-04-19,Eshini Jayawardena,Pending
16193,Initial Review,2025-07-06,Shashika Yapa,Hold
16193,Medical Check,2025-08-20,Tharushi Nanayakkara,Approved
16194,Final Approval,2025-06-06,Chaminda Kumara,Rejected
16194,Interview,2025-06-23,Ruwini Kulathunga,Hold
16195,Initial Review,2024-08-03,Chandana Rajapaksa,Hold
16195,Visa Processing,2024-07-25,Pavithra Xavier,Pending
16195,Final Approval,2024-12-18,Chandrika Thangavelu,Hold
16196,Visa Processing,2024-07-05,Nethmi Kulathunga,Pending
16196,Final Approval,2024-09-21,Hemantha Amarasinghe,Approved
16197,Visa Processing,2023-12-27,Tilak Liyanage,Rejected
16197,Interview,2024-06-29,Mahesh Ilangakoon,Hold
16198,Final Approval,2025-07-07,Asanka Vithanage,Hold
16198,Initial Review,2025-05-12,Chandrika Munasinghe,Rejected
16198,Visa Processing,2025-06-07,Inoka Weerasinghe,Pending
16199,Medical Check,2024-07-24,Upul Gamage,Hold
16199,Visa Processing,2023-09-27,Shashika Liyanage,Pending
16199,Initial Review,2025-07-22,Bandula Nanayakkara,Pending
16200,Visa Processing,2025-08-11,Ranil Quintus,Approved
16200,Medical Check,2025-01-01,Tharushi Ilangakoon,Pending
16200,Interview,2024-10-10,Rashmi Edirisinghe,Rejected
16201,Interview,2024-05-13,Nimal Dias,Approved
16201,Initial Review,2025-04-03,Jayani Edirisinghe,Pending
16201,Final Approval,2025-06-22,Upul Ponnambalam,Approved
16202,Initial Review,2025-07-12,Udeshika Weerakoon,Approved
16202,Interview,2025-07-19,Ahmed de Silva,Hold
16203,Interview,2025-05-07,Lalith Liyanage,Pending
16203,Visa Processing,2025-03-13,Kapila Zuhair,Approved
16204,Visa Processing,2024-01-25,Zainab Peiris,Rejected
16205,Medical Check,2024-10-28,Sarath Alwis,Rejected
16206,Interview,2025-08-08,Harsha Wickramasinghe,Approved
16206,Final Approval,2025-08-15,Jagath Fonseka,Approved
16207,Final Approval,2025-07-21,Roshini Thangavelu,Approved
16207,Initial Review,2025-08-15,Ganga Zoysa,Approved
16207,Visa Processing,2025-08-18,Asanga Opatha,Rejected
16208,Initial Review,2025-06-24,Ajith Kodithuwakku,Rejected
16208,Final Approval,2025-02-02,Amarasiri Munasinghe,Pending
16208,Medical Check,2025-05-09,Chandrika Abeysinghe,Approved
16209,Interview,2025-08-07,Dinesh Obeysekera,Pending
16209,Final Approval,2025-03-02,Ranil Edirisinghe,Hold
16210,Visa Processing,2025-07-20,Kapila Bandara,Rejected
16211,Interview,2025-01-30,Yasith Kumara,Hold
16211,Final Approval,2025-05-29,Mahesh Perera,Hold
16211,Visa Processing,2024-06-19,Zainab Vigneswaran,Rejected
16212,Medical Check,2025-05-03,Yohan Gunawardena,Approved
16212,Initial Review,2025-03-02,Menaka Samarasinghe,Hold
16213,Visa Processing,2024-12-12,Eshini Gunawardena,Rejected
16214,Visa Processing,2025-08-08,Anura Hettiarachchi,Approved
16214,Interview,2025-08-10,Shashika Dissanayake,Hold
16214,Final Approval,2025-08-11,Buddhini Basnayake,Approved
16215,Interview,2023-11-23,Vishaka Wijesinghe,Rejected
16215,Initial Review,2024-01-21,Gayan Dissanayake,Pending
16216,Final Approval,2025-06-22,Lalith Bandara,Rejected
16217,Visa Processing,2024-09-14,Ayesha Alwis,Pending
16218,Initial Review,2025-07-01,Sampath Perera,Hold
16218,Final Approval,2024-05-03,Zara Hettiarachchi,Pending
16218,Medical Check,2025-01-26,Chathurika Jaleel,Approved
16219,Initial Review,2025-03-31,Chathurika Zuhair,Rejected
16219,Medical Check,2024-08-27,Asanka Basnayake,Hold
16220,Visa Processing,2025-08-03,Fathima Nadarajah,Hold
16220,Final Approval,2025-02-01,Nalaka Rizvi,Approved
16220,Interview,2024-12-14,Buddhika Balasuriya,Approved
16221,Visa Processing,2025-06-29,Thilina Opatha,Hold
16221,Final Approval,2025-08-11,Vishaka Zuhair,Pending
16221,Interview,2025-07-23,Madushan Rajapaksa,Pending
16222,Visa Processing,2024-10-11,Udaya Liyanage,Approved
16223,Final Approval,2025-06-04,Ruwan Quintus,Pending
16223,Visa Processing,2025-06-16,Dilani Wickramasinghe,Approved
16224,Initial Review,2025-01-15,Duminda Dissanayake,Rejected
16224,Interview,2025-01-04,Harsha Dissanayake,Approved
16225,Medical Check,2024-08-21,Kithsiri Quintus,Hold
16225,Final Approval,2024-04-03,Sana Weerakoon,Hold
16225,Interview,2025-05-10,Lasika Ekanayake,Rejected
16226,Initial Review,2025-08-19,Saman Wickramasinghe,Hold
16227,Visa Processing,2025-03-29,Pasindu Jayawardena,Pending
16227,Interview,2025-03-23,Zara Ratnayake,Hold
16227,Initial Review,2025-06-05,Wathsala Chandrasekara,Rejected
16228,Final Approval,2025-05-29,Jagath Galappaththi,Pending
16228,Interview,2025-02-13,Ishani Perera,Approved
16229,Visa Processing,2025-07-08,Soha Vithanage,Hold
16229,Final Approval,2025-04-15,Inoka Chandrasekara,Approved
16230,Initial Review,2025-06-20,Mahinda Thilakarathna,Rejected
16230,Medical Check,2024-12-09,Lalith Kumara,Approved
16231,Initial Review,2025-08-16,Eshini Basnayake,Approved
16232,Initial Review,2025-05-15,Bhagya Samarasinghe,Hold
16232,Medical Check,2025-06-30,Thilini Opatha,Rejected
16232,Interview,2025-07-11,Anne Alwis,Approved
16233,Interview,2025-03-28,Duminda Weerasinghe,Hold
16233,Medical Check,2025-02-06,Vijitha Edirisinghe,Rejected
16234,Medical Check,2025-07-12,Shashika Quintus,Pending
16234,Interview,2025-05-21,Tharushi Galappaththi,Hold
16234,Initial Review,2025-05-05,Sana Gamage,Pending
16235,Visa Processing,2025-08-18,Soha Kulathunga,Hold
16236,Visa Processing,2025-04-19,Isuri Edirisinghe,Pending
16236,Interview,2025-07-10,Bandula Obeysekera,Hold
16236,Final Approval,2025-05-20,Udeshika Jaleel,Pending
16237,Final Approval,2025-08-15,Jagath Rizvi,Approved
16237,Medical Check,2025-07-31,Buddhini Dharmasena,Approved
16238,Initial Review,2025-06-06,Dinesh Sivapragasam,Approved
16239,Initial Review,2025-07-30,Duminda Cooray,Pending
16240,Medical Check,2025-01-22,Vijitha Hettiarachchi,Pending
16241,Visa Processing,2025-08-09,Upeksha Abeysinghe,Pending
16241,Initial Review,2025-05-09,Janani Thilakarathna,Rejected
16242,Visa Processing,2025-08-03,Gayan Xavier,Approved
16242,Medical Check,2025-08-20,Wasantha Lokuhetti,Hold
16243,Final Approval,2025-07-30,Fazil Xavier,Approved
16243,Interview,2025-07-15,Yashodha Zuhair,Hold
16244,Initial Review,2024-06-17,Inoka Weerasinghe,Pending
16245,Visa Processing,2025-03-16,Janani Wickramasinghe,Pending
16246,Final Approval,2025-08-17,Kithsiri Dharmasena,Pending
16246,Initial Review,2025-07-20,Anura Fernando,Rejected
16247,Initial Review,2025-04-29,Nethmi Lokuhetti,Approved
16247,Visa Processing,2025-03-21,Vimukthi Dissanayake,Pending
16247,Medical Check,2025-07-27,Pasindu Rizvi,Pending
16248,Medical Check,2025-07-28,Vishaka Ratnayake,Pending
16248,Final Approval,2025-07-03,Lakmini Pathirana,Rejected
16249,Final Approval,2025-05-07,Ranjith Sivapragasam,Pending
16250,Initial Review,2025-01-27,Tilak Gunawardena,Approved
16250,Medical Check,2025-04-07,Eranga Ilangakoon,Hold
16250,Final Approval,2025-07-15,Suranga Dharmasena,Hold
16251,Initial Review,2025-08-06,Nirosha Uthayakumar,Hold
16252,Visa Processing,2025-03-22,Kasun Quintus,Approved
16252,Final Approval,2025-02-10,Bhagya Xavier,Rejected
16252,Interview,2024-01-26,Ajith Ponnambalam,Approved
16253,Final Approval,2025-07-06,Tharaka Ilangakoon,Hold
16253,Visa Processing,2024-02-25,Tharaka Basnayake,Approved
16254,Medical Check,2024-02-22,Amarasiri Hewage,Hold
16254,Final Approval,2025-05-27,Fazil Peiris,Hold
16255,Visa Processing,2025-01-06,Harshani Munasinghe,Hold
16255,Initial Review,2025-03-28,Nadeeka Fonseka,Rejected
16256,Visa Processing,2025-05-22,Nimal Dharmasena,Pending
16257,Visa Processing,2025-07-04,Harshani Madugalle,Pending
16257,Initial Review,2025-08-16,Nadeeka Uthayakumar,Pending
16257,Final Approval,2025-04-21,Sana Bandara,Rejected
16258,Visa Processing,2024-07-09,Chathurika Weerasinghe,Rejected
16258,Final Approval,2024-10-11,Asanga Vigneswaran,Hold
16258,Interview,2025-02-26,Abhaya Dissanayake,Approved
16259,Visa Processing,2025-03-30,Anjali Sivapragasam,Approved
16259,Initial Review,2024-08-28,Sana Balasuriya,Hold
16259,Final Approval,2025-02-10,Lahiru Sivapragasam,Hold
16260,Initial Review,2025-03-19,Rohan Sivapragasam,Rejected
16260,Medical Check,2025-06-27,Upeksha Kulathunga,Approved
16261,Medical Check,2025-01-07,Wasanthi Thangavelu,Pending
16262,Initial Review,2024-11-11,Janani Zuhair,Hold
16262,Visa Processing,2024-12-23,Ranil Hettiarachchi,Approved
16262,Interview,2025-08-09,Sana Karunaratne,Pending
16263,Visa Processing,2025-04-25,Indrani Thangavelu,Rejected
16263,Final Approval,2025-06-09,Chathurika Opatha,Approved
16263,Initial Review,2025-03-23,Lasantha Abeysinghe,Pending
16264,Visa Processing,2025-05-28,Shey Bandara,Rejected
16264,Final Approval,2025-07-03,Janani Jayaweera,Hold
16265,Medical Check,2025-04-18,Eshini Madugalle,Rejected
16265,Visa Processing,2025-07-06,Mahinda de Silva,Rejected
16265,Final Approval,2024-11-06,Chandana Liyanage,Hold
16266,Initial Review,2025-01-19,Upeksha Amarasinghe,Pending
16266,Medical Check,2025-02-06,Indika Nanayakkara,Hold
16266,Visa Processing,2025-06-19,Mahinda Zoysa,Pending
16267,Interview,2024-08-27,Suranga Fonseka,Approved
16267,Initial Review,2024-01-03,Tharushi Edirisinghe,Rejected
16268,Initial Review,2024-11-13,Lahiru Zoysa,Hold
16268,Visa Processing,2025-05-19,Zainab Peiris,Pending
16268,Final Approval,2024-10-03,Queenie Vigneswaran,Approved
16269,Visa Processing,2024-10-06,Sanjaya Chandrasekara,Hold
16270,Medical Check,2024-08-26,Sampath Zoysa,Approved
16270,Interview,2024-09-10,Vishaka Dharmasena,Pending
16270,Initial Review,2024-08-25,Ranjith Quintus,Approved
16271,Final Approval,2025-01-22,Suranga Ponnambalam,Approved
16271,Medical Check,2024-10-04,Inoka Wijesinghe,Rejected
16271,Initial Review,2025-03-20,Eranga Basnayake,Approved
16272,Visa Processing,2024-10-27,Jayantha Kodithuwakku,Pending
16272,Medical Check,2025-01-16,Dayan Opatha,Approved
16273,Initial Review,2025-04-20,Nirosha Pathirana,Rejected
16273,Final Approval,2024-12-26,Saman Ratnayake,Approved
16273,Medical Check,2024-07-17,Shey Balasuriya,Hold
16274,Final Approval,2024-08-30,Madushika Senanayake,Pending
16275,Interview,2023-12-26,Shashika Fonseka,Approved
16275,Initial Review,2024-12-21,Tharaka Abeysinghe,Hold
16276,Visa Processing,2024-09-16,Bandula Basnayake,Hold
16277,Interview,2024-04-16,Amarasiri Gamage,Approved
16277,Medical Check,2024-10-27,Harshani Wijesinghe,Pending
16277,Initial Review,2024-05-07,Dilshan Kulathunga,Pending
16278,Final Approval,2025-08-09,Nirosha Nadarajah,Pending
16278,Interview,2025-08-10,Kamal Yogarajah,Pending
16278,Medical Check,2025-08-10,Gayani Weerasinghe,Rejected
16279,Interview,2024-12-03,Lakmini Herath,Rejected
16280,Visa Processing,2025-06-24,Shashika Wijesinghe,Rejected
16281,Medical Check,2025-05-26,Hiba Gamage,Rejected
16281,Initial Review,2025-03-08,Abhaya Sivapragasam,Pending
16282,Visa Processing,2024-11-19,Madushan Fonseka,Hold
16283,Medical Check,2024-06-04,Kasun Guneratne,Pending
16283,Visa Processing,2025-03-28,Soha Yapa,Rejected
16283,Interview,2024-08-30,Tharushi Madugalle,Rejected
16284,Medical Check,2025-04-27,Wasantha Fonseka,Hold
16285,Final Approval,2024-05-11,Eshini Ilangakoon,Approved
16285,Interview,2025-05-31,Rohan Udayanga,Approved
16286,Visa Processing,2025-05-09,Harshani Jaleel,Rejected
16287,Initial Review,2025-08-05,Oshan Herath,Approved
16288,Final Approval,2025-08-20,Sana Gamage,Approved
16288,Medical Check,2025-07-20,Dayan Lokuhetti,Pending
16288,Visa Processing,2025-07-15,Lasika Fonseka,Pending
16289,Visa Processing,2025-02-23,Soha Jayaweera,Hold
16289,Initial Review,2024-11-15,Harshani Jayaweera,Hold
16289,Interview,2024-05-07,Shashika Samarasinghe,Rejected
16290,Interview,2025-08-10,Kapila Herath,Pending
16290,Final Approval,2025-08-12,Soha Munasinghe,Approved
16291,Interview,2025-04-24,Ayesha Dharmasena,Rejected
16292,Final Approval,2025-04-26,Tharaka Ibrahim,Pending
16292,Medical Check,2025-07-29,Asanga Yapa,Pending
16292,Initial Review,2025-06-27,Dinesh Thilakarathna,Pending
16293,Visa Processing,2024-09-28,Aloka Hettiarachchi,Hold
16294,Initial Review,2024-11-12,Thilina Weerasinghe,Rejected
16294,Final Approval,2024-06-10,Nethmi Kodithuwakku,Rejected
16294,Interview,2025-02-10,Nishani Madugalle,Pending
16295,Initial Review,2025-05-24,Gamini Senanayake,Rejected
16295,Medical Check,2025-07-31,Shey Madugalle,Hold
16296,Initial Review,2025-06-26,Kamal Weerasinghe,Rejected
16297,Visa Processing,2024-12-06,Shashika Vithanage,Pending
16298,Initial Review,2025-05-16,Gayani Rajapaksa,Rejected
16299,Final Approval,2025-02-23,Wathsala Rajapaksa,Approved
16299,Initial Review,2024-12-26,Sarath Perera,Pending
16300,Medical Check,2025-06-04,Amarasiri Thangavelu,Pending
16301,Final Approval,2024-06-17,Anne Zuhair,Approved
16301,Interview,2024-06-22,Shey Ibrahim,Hold
16301,Initial Review,2024-09-16,Tharaka Jaleel,Pending
16302,Visa Processing,2025-08-06,Sunil Amarasinghe,Rejected
16303,Medical Check,2024-10-11,Buddhika Edirisinghe,Pending
16303,Initial Review,2024-05-02,Viraj Jayaweera,Rejected
16303,Visa Processing,2025-01-24,Tharushi Yogarajah,Pending
16304,Visa Processing,2025-08-11,Oshadi Xavier,Rejected
16305,Interview,2024-07-05,Isuri Hewage,Rejected
16305,Final Approval,2024-10-10,Hansika Galappaththi,Pending
16306,Final Approval,2025-06-08,Ganga Xavier,Rejected
16306,Initial Review,2024-10-31,Ruwini Yogarajah,Rejected
16306,Medical Check,2025-07-08,Pasindu Balasuriya,Approved
16307,Final Approval,2025-03-24,Wimal Galappaththi,Pending
16308,Final Approval,2025-08-08,Ibrahim Herath,Pending
16309,Final Approval,2025-08-15,Priyantha Udayanga,Rejected
16309,Visa Processing,2025-02-15,Menaka Alwis,Pending
16309,Interview,2025-04-29,Ranjith Yapa,Approved
16310,Initial Review,2025-08-19,Yohan Weerasinghe,Hold
16311,Medical Check,2025-02-07,Vijitha Galappaththi,Approved
16311,Initial Review,2024-12-24,Wimal Ekanayake,Pending
16311,Visa Processing,2024-07-15,Shashika Dissanayake,Hold
16312,Interview,2025-02-28,Tharushi Munasinghe,Approved
16312,Visa Processing,2024-06-07,Ruwini Bandara,Hold
16312,Medical Check,2025-08-18,Udeshika Edirisinghe,Rejected
16313,Visa Processing,2025-08-08,Thushari Thilakarathna,Approved
16313,Medical Check,2025-07-20,Eshika Liyanage,Hold
16313,Interview,2025-07-21,Wimal Liyanage,Approved
16314,Medical Check,2024-06-04,Yohan Ibrahim,Pending
16315,Visa Processing,2025-05-23,Sunil Fonseka,Rejected
16315,Final Approval,2025-06-12,Indrani Zoysa,Pending
16315,Initial Review,2025-06-18,Chandana Chandrasekara,Rejected
16316,Initial Review,2024-10-07,Zara Zoysa,Hold
16316,Final Approval,2024-09-20,Kalani Samarasinghe,Hold
16316,Visa Processing,2024-12-19,Eshika Uthayakumar,Rejected
16317,Interview,2024-12-03,Yasara Amarasinghe,Rejected
16318,Interview,2025-01-13,Vijitha Cooray,Pending
16319,Medical Check,2024-10-06,Sanjaya Karunaratne,Pending
16320,Final Approval,2024-07-28,Gamini Ibrahim,Rejected
16321,Final Approval,2025-08-19,Sampath Nanayakkara,Hold
16321,Interview,2025-08-18,Dinesh Bandara,Rejected
16321,Visa Processing,2025-08-04,Mohamed Udayanga,Approved
16322,Interview,2024-10-26,Buddhini Yogarajah,Hold
16323,Interview,2024-02-14,Prabha Cooray,Pending
16323,Initial Review,2025-03-11,Sunil Ponnambalam,Hold
16323,Final Approval,2025-06-23,Chamara Ratnayake,Approved
16324,Medical Check,2025-05-17,Aloka Jayaweera,Pending
16324,Interview,2025-05-22,Zara Ratnayake,Approved
16324,Visa Processing,2024-10-23,Zameer Nanayakkara,Hold
16325,Visa Processing,2025-02-25,Kasun Senanayake,Approved
16325,Medical Check,2025-05-02,Tharushi Kumara,Pending
16325,Interview,2025-06-24,Hemantha Jayawardena,Hold
16326,Medical Check,2025-05-27,Kamal Galappaththi,Pending
16327,Interview,2024-02-13,Sanduni Uthayakumar,Hold
16327,Visa Processing,2025-06-27,Gayan Jayaweera,Approved
16327,Medical Check,2025-01-16,Akila Jayawardena,Hold
16328,Medical Check,2024-07-13,Lalith Xavier,Rejected
16329,Medical Check,2025-03-29,Anne Gamage,Approved
16330,Initial Review,2024-11-11,Lasika Fernando,Hold
16330,Final Approval,2025-05-01,Bandula Alwis,Hold
16331,Visa Processing,2023-10-28,Ajith Jayaweera,Rejected
16331,Interview,2025-06-12,Nadeesha Perera,Hold
16332,Visa Processing,2024-09-22,Ahmed Pathirana,Rejected
16333,Medical Check,2024-09-06,Eshika Liyanage,Rejected
16333,Visa Processing,2024-04-13,Inoka Herath,Approved
16334,Initial Review,2025-08-07,Lakmini Amarasinghe,Rejected
16334,Final Approval,2025-06-09,Isuru Bandara,Pending
16335,Interview,2025-05-08,Ibrahim Amarasinghe,Rejected
16335,Visa Processing,2025-03-26,Vishaka Quintus,Rejected
16335,Initial Review,2024-03-09,Queenie Quintus,Pending
16336,Final Approval,2025-04-11,Eshika Dharmasena,Hold
16337,Final Approval,2024-12-01,Rohan Cooray,Rejected
16338,Final Approval,2025-07-01,Soha Vithanage,Hold
16338,Medical Check,2025-02-21,Kanchana Thangavelu,Pending
16338,Initial Review,2025-03-09,Yashodha Uthayakumar,Hold
16339,Medical Check,2025-03-20,Abhaya de Silva,Rejected
16339,Visa Processing,2024-09-03,Jayantha Thangavelu,Hold
16340,Interview,2025-03-01,Nadeesha Balasuriya,Rejected
16340,Visa Processing,2025-06-10,Tharushi Ekanayake,Hold
16341,Interview,2025-06-19,Wasantha Lokuhetti,Pending
16341,Initial Review,2025-01-12,Pavithra Jayawardena,Hold
16341,Final Approval,2024-05-04,Sana Hettiarachchi,Rejected
16342,Medical Check,2025-08-17,Adeesha Zuhair,Rejected
16342,Final Approval,2025-07-20,Bhagya Kulathunga,Pending
16342,Visa Processing,2025-07-02,Ranjith Pathirana,Pending
